0.771
(0, 0.8444444444444444, 76, 90)
(1, 0.9629629629629629, 104, 108)
(2, 0.7766990291262136, 80, 103)
(3, 0.79, 79, 100)
(4, 0.7663551401869159, 82, 107)
(5, 0.6739130434782609, 62, 92)
(6, 0.7582417582417582, 69, 91)
(7, 0.7264150943396226, 77, 106)
(8, 0.6019417475728155, 62, 103)
(9, 0.8, 80, 100)
